customer_id,signup_date,plan,channel,age_group,monthly_fee,churned,tenure_months,churn_date,churn_reason,clv,cohort,signup_month
C0678,2023-08-19 21:03:27.172643,Standard,Paid Ads,25-34,599,1,2,2023-10-18 21:03:27.172643,Better competitor,1198,2023-08,Aug 2023
C0679,2023-11-15 07:26:46.338615,Premium,Referral,25-34,999,1,6,2024-05-13 07:26:46.338615,Poor support,5994,2023-11,Nov 2023
C0680,2023-06-28 23:08:21.417848,Basic,Paid Ads,25-34,299,1,4,2023-10-26 23:08:21.417848,Lack of features,1196,2023-06,Jun 2023
C0681,2023-06-23 22:55:08.757297,Premium,Referral,35-44,999,1,2,2023-08-22 22:55:08.757297,Price too high,1998,2023-06,Jun 2023
C0682,2023-04-11 15:19:57.998331,Premium,Referral,25-34,999,0,9,,,8991,2023-04,Apr 2023
C0683,2024-03-04 01:21:40.083402,Standard,Organic,25-34,599,1,5,2024-08-01 01:21:40.083402,Poor support,2995,2024-03,Mar 2024
C0684,2023-11-05 07:00:21.017514,Basic,Social Media,25-34,299,0,12,,,3588,2023-11,Nov 2023
C0685,2024-02-05 06:41:08.056713,Premium,Referral,35-44,999,0,20,,,19980,2024-02,Feb 2024
C0686,2023-05-30 08:44:50.241868,Basic,Paid Ads,25-34,299,1,7,2023-12-26 08:44:50.241868,Lack of features,2093,2023-05,May 2023
C0687,2023-01-06 11:08:57.447873,Standard,Organic,35-44,599,0,12,,,7188,2023-01,Jan 2023
C0688,2024-01-25 19:18:57.948290,Basic,Organic,55+,299,0,22,,,6578,2024-01,Jan 2024
C0689,2023-02-07 19:06:57.347789,Standard,Social Media,55+,599,0,22,,,13178,2023-02,Feb 2023
C0690,2023-04-04 19:23:46.188490,Basic,Referral,35-44,299,0,7,,,2093,2023-04,Apr 2023
C0691,2023-02-16 21:41:53.094245,Standard,Organic,35-44,599,1,10,2023-12-13 21:41:53.094245,No longer needed,5990,2023-02,Feb 2023
C0692,2023-05-21 17:05:39.282735,Standard,Paid Ads,35-44,599,0,7,,,4193,2023-05,May 2023
C0693,2023-11-27 14:31:55.596330,Standard,Organic,55+,599,0,20,,,11980,2023-11,Nov 2023
C0694,2024-04-26 08:04:00.200166,Premium,Organic,25-34,999,0,16,,,15984,2024-04,Apr 2024
C0695,2023-03-23 23:14:21.718098,Basic,Organic,25-34,299,1,3,2023-06-21 23:14:21.718098,Poor support,897,2023-03,Mar 2023
C0696,2024-01-11 16:30:49.541284,Basic,Paid Ads,18-24,299,0,13,,,3887,2024-01,Jan 2024
C0697,2024-05-26 09:23:16.163469,Basic,Organic,25-34,299,1,6,2024-11-22 09:23:16.163469,Price too high,1794,2024-05,May 2024
C0698,2023-08-15 07:45:59.299416,Premium,Email,35-44,999,0,9,,,8991,2023-08,Aug 2023
C0699,2023-05-24 21:35:52.793994,Premium,Paid Ads,18-24,999,0,19,,,18981,2023-05,May 2023
C0700,2023-03-06 05:00:15.012510,Basic,Social Media,18-24,299,1,9,2023-12-01 05:00:15.012510,Lack of features,2691,2023-03,Mar 2023
C0701,2024-03-02 16:34:25.721434,Standard,Organic,25-34,599,0,12,,,7188,2024-03,Mar 2024
C0702,2023-05-29 21:49:05.454545,Premium,Email,35-44,999,0,22,,,21978,2023-05,May 2023
C0703,2023-10-28 13:12:39.633027,Basic,Email,25-34,299,0,18,,,5382,2023-10,Oct 2023
C0704,2024-04-01 17:53:41.684737,Basic,Organic,35-44,299,0,12,,,3588,2024-04,Apr 2024
C0705,2023-04-06 15:06:45.337781,Basic,Organic,45-54,299,0,20,,,5980,2023-04,Apr 2023
C0706,2023-09-16 04:48:14.412010,Premium,Organic,45-54,999,0,15,,,14985,2023-09,Sep 2023
C0707,2023-03-06 15:55:59.799833,Basic,Organic,25-34,299,0,11,,,3289,2023-03,Mar 2023
C0708,2023-08-23 01:33:40.683903,Basic,Social Media,45-54,299,1,10,2024-06-18 01:33:40.683903,Better competitor,2990,2023-08,Aug 2023
C0709,2023-06-14 20:20:13.010842,Standard,Organic,18-24,599,1,9,2024-03-10 20:20:13.010842,Lack of features,5391,2023-06,Jun 2023
C0710,2023-01-02 19:42:59.149291,Standard,Social Media,45-54,599,0,22,,,13178,2023-01,Jan 2023
C0711,2023-01-21 00:52:50.642201,Basic,Organic,25-34,299,1,5,2023-06-20 00:52:50.642201,Better competitor,1495,2023-01,Jan 2023
C0712,2023-05-08 23:04:45.237698,Basic,Paid Ads,25-34,299,1,3,2023-08-06 23:04:45.237698,Price too high,897,2023-05,May 2023
C0713,2023-04-02 23:40:47.039199,Basic,Social Media,18-24,299,0,21,,,6279,2023-04,Apr 2023
C0714,2024-01-03 22:43:08.156797,Basic,Referral,18-24,299,0,22,,,6578,2024-01,Jan 2024
C0715,2023-06-13 00:37:13.861551,Basic,Paid Ads,35-44,299,0,23,,,6877,2023-06,Jun 2023
C0716,2023-09-14 09:05:15.262718,Standard,Email,35-44,599,0,14,,,8386,2023-09,Sep 2023
C0717,2024-06-20 21:25:04.253544,Basic,Organic,25-34,299,0,22,,,6578,2024-06,Jun 2024
C0718,2023-06-18 22:41:56.096747,Basic,Paid Ads,35-44,299,0,8,,,2392,2023-06,Jun 2023
C0719,2024-01-27 15:01:57.097581,Standard,Paid Ads,35-44,599,0,11,,,6589,2024-01,Jan 2024
C0720,2024-01-23 01:44:29.224353,Standard,Organic,25-34,599,0,21,,,12579,2024-01,Jan 2024
C0721,2023-04-18 22:11:54.595496,Basic,Organic,18-24,299,0,8,,,2392,2023-04,Apr 2023
C0722,2024-02-10 06:54:20.717264,Premium,Paid Ads,25-34,999,1,1,2024-03-11 06:54:20.717264,Price too high,999,2024-02,Feb 2024
C0723,2023-11-08 00:34:49.741451,Standard,Organic,35-44,599,0,12,,,7188,2023-11,Nov 2023
C0724,2023-05-05 07:38:46.939115,Standard,Paid Ads,35-44,599,1,6,2023-11-01 07:38:46.939115,Price too high,3594,2023-05,May 2023
C0725,2024-03-19 02:01:18.065054,Basic,Referral,45-54,299,0,10,,,2990,2024-03,Mar 2024
C0726,2023-10-15 19:11:45.587989,Standard,Social Media,25-34,599,0,13,,,7787,2023-10,Oct 2023
C0727,2023-03-30 08:14:48.740617,Standard,Organic,55+,599,0,21,,,12579,2023-03,Mar 2023
C0728,2023-08-22 14:37:55.896580,Standard,Referral,35-44,599,1,6,2024-02-18 14:37:55.896580,Price too high,3594,2023-08,Aug 2023
C0729,2023-10-07 14:28:19.416180,Standard,Email,18-24,599,1,1,2023-11-06 14:28:19.416180,Lack of features,599,2023-10,Oct 2023
C0730,2023-07-16 06:26:43.336113,Basic,Organic,55+,299,0,15,,,4485,2023-07,Jul 2023
C0731,2023-11-03 22:13:06.655546,Basic,Organic,35-44,299,0,13,,,3887,2023-11,Nov 2023
C0732,2023-12-02 03:49:23.469557,Standard,Paid Ads,45-54,599,0,16,,,9584,2023-12,Dec 2023
C0733,2023-04-06 04:11:00.550458,Standard,Organic,25-34,599,0,10,,,5990,2023-04,Apr 2023
C0734,2023-03-15 18:30:55.546288,Standard,Paid Ads,45-54,599,0,15,,,8985,2023-03,Mar 2023
C0735,2023-10-17 03:58:59.949958,Basic,Paid Ads,18-24,299,0,14,,,4186,2023-10,Oct 2023
C0736,2024-05-01 19:12:57.648040,Premium,Paid Ads,35-44,999,0,6,,,5994,2024-05,May 2024
C0737,2024-01-09 20:47:50.391993,Standard,Organic,18-24,599,0,17,,,10183,2024-01,Jan 2024
C0738,2023-02-09 14:49:56.497080,Standard,Paid Ads,25-34,599,1,6,2023-08-08 14:49:56.497080,Price too high,3594,2023-02,Feb 2023
C0739,2023-06-07 02:32:31.626355,Standard,Organic,18-24,599,0,19,,,11381,2023-06,Jun 2023
C0740,2024-05-10 21:47:53.394495,Basic,Referral,25-34,299,0,10,,,2990,2024-05,May 2024
C0741,2023-11-23 12:10:12.510425,Standard,Organic,25-34,599,0,15,,,8985,2023-11,Nov 2023
C0742,2023-03-28 12:31:49.591326,Basic,Email,35-44,299,1,11,2024-02-21 12:31:49.591326,No longer needed,3289,2023-03,Mar 2023
C0743,2023-03-23 01:22:52.143452,Standard,Social Media,35-44,599,0,7,,,4193,2023-03,Mar 2023
C0744,2023-09-11 04:35:01.751459,Standard,Referral,25-34,599,0,7,,,4193,2023-09,Sep 2023
C0745,2024-01-06 05:21:52.093411,Standard,Referral,55+,599,0,21,,,12579,2024-01,Jan 2024
C0746,2023-06-28 12:12:36.630525,Standard,Organic,25-34,599,0,14,,,8386,2023-06,Jun 2023
C0747,2024-06-27 17:21:16.063386,Basic,Referral,25-34,299,0,8,,,2392,2024-06,Jun 2024
C0748,2024-06-08 14:19:54.995829,Premium,Organic,45-54,999,0,11,,,10989,2024-06,Jun 2024
C0749,2023-12-27 04:55:26.772310,Standard,Organic,35-44,599,1,5,2024-05-25 04:55:26.772310,Better competitor,2995,2023-12,Dec 2023
C0750,2024-03-30 11:14:57.748123,Basic,Referral,45-54,299,0,6,,,1794,2024-03,Mar 2024
C0751,2024-01-03 00:51:38.582151,Standard,Social Media,25-34,599,1,6,2024-07-01 00:51:38.582151,Lack of features,3594,2024-01,Jan 2024
C0752,2024-06-04 01:02:27.122602,Standard,Paid Ads,25-34,599,1,5,2024-11-01 01:02:27.122602,Technical issues,2995,2024-06,Jun 2024
C0753,2024-04-20 20:55:02.752293,Standard,Social Media,18-24,599,1,2,2024-06-19 20:55:02.752293,Price too high,1198,2024-04,Apr 2024
C0754,2023-08-21 16:46:26.321934,Basic,Organic,25-34,299,1,6,2024-02-17 16:46:26.321934,Price too high,1794,2023-08,Aug 2023
C0755,2024-02-05 17:36:52.844036,Basic,Paid Ads,35-44,299,0,23,,,6877,2024-02,Feb 2024
C0756,2023-07-19 21:52:41.634695,Basic,Paid Ads,25-34,299,0,19,,,5681,2023-07,Jul 2023
C0757,2023-11-28 12:23:25.170975,Standard,Referral,35-44,599,0,8,,,4792,2023-11,Nov 2023
C0758,2023-08-03 11:36:34.829024,Basic,Paid Ads,45-54,299,1,10,2024-05-29 11:36:34.829024,Better competitor,2990,2023-08,Aug 2023
C0759,2023-07-01 05:47:05.354462,Standard,Referral,45-54,599,0,14,,,8386,2023-07,Jul 2023
C0760,2024-04-28 03:46:59.349457,Basic,Organic,45-54,299,1,5,2024-09-25 03:46:59.349457,Better competitor,1495,2024-04,Apr 2024
C0761,2023-01-16 22:31:07.556296,Premium,Referral,18-24,999,0,14,,,13986,2023-01,Jan 2023
C0762,2024-03-28 15:31:58.598832,Basic,Paid Ads,25-34,299,0,14,,,4186,2024-03,Mar 2024
C0763,2023-10-04 20:53:50.692243,Basic,Email,35-44,299,0,19,,,5681,2023-10,Oct 2023
C0764,2024-04-15 09:46:05.304420,Basic,Paid Ads,45-54,299,0,6,,,1794,2024-04,Apr 2024
C0765,2023-12-29 11:34:10.708924,Premium,Paid Ads,45-54,999,0,13,,,12987,2023-12,Dec 2023
C0766,2023-01-20 13:57:05.854879,Basic,Referral,18-24,299,0,22,,,6578,2023-01,Jan 2023
C0767,2023-04-29 20:29:49.491242,Standard,Social Media,45-54,599,1,4,2023-08-27 20:29:49.491242,Better competitor,2396,2023-04,Apr 2023
C0768,2024-01-01 05:08:39.432860,Standard,Referral,18-24,599,0,21,,,12579,2024-01,Jan 2024
C0769,2023-07-15 08:35:13.761467,Premium,Organic,18-24,999,1,3,2023-10-13 08:35:13.761467,Technical issues,2997,2023-07,Jul 2023
C0770,2023-04-14 19:50:11.509591,Premium,Referral,25-34,999,0,10,,,9990,2023-04,Apr 2023
C0771,2023-11-26 16:40:26.021684,Premium,Paid Ads,25-34,999,0,18,,,17982,2023-11,Nov 2023
C0772,2023-01-03 06:38:43.936613,Standard,Social Media,45-54,599,1,7,2023-08-01 06:38:43.936613,Price too high,4193,2023-01,Jan 2023
C0773,2024-05-30 00:49:14.462051,Standard,Organic,35-44,599,0,11,,,6589,2024-05,May 2024
C0774,2024-06-26 08:34:01.701417,Basic,Referral,55+,299,1,6,2024-12-23 08:34:01.701417,Better competitor,1794,2024-06,Jun 2024
C0775,2024-05-18 04:39:49.991659,Standard,Email,25-34,599,1,10,2025-03-14 04:39:49.991659,Price too high,5990,2024-05,May 2024
C0776,2023-09-24 09:31:40.583819,Standard,Email,35-44,599,0,16,,,9584,2023-09,Sep 2023
C0777,2023-11-28 01:27:40.383653,Premium,Paid Ads,35-44,999,0,7,,,6993,2023-11,Nov 2023
C0778,2023-05-25 19:27:22.368640,Basic,Organic,35-44,299,0,10,,,2990,2023-05,May 2023
C0779,2023-10-14 10:24:31.226021,Basic,Organic,55+,299,1,3,2024-01-12 10:24:31.226021,Better competitor,897,2023-10,Oct 2023
C0780,2024-05-15 00:09:36.480400,Premium,Email,45-54,999,0,19,,,18981,2024-05,May 2024
C0781,2023-01-16 11:35:22.768974,Standard,Organic,35-44,599,0,23,,,13777,2023-01,Jan 2023
C0782,2023-05-23 01:52:53.644703,Standard,Organic,35-44,599,1,8,2024-01-18 01:52:53.644703,No longer needed,4792,2023-05,May 2023
C0783,2024-06-22 06:12:18.615512,Standard,Organic,25-34,599,0,9,,,5391,2024-06,Jun 2024
C0784,2023-02-04 03:40:59.049207,Basic,Email,35-44,299,0,10,,,2990,2023-02,Feb 2023
C0785,2023-03-20 18:44:08.206839,Basic,Paid Ads,55+,299,0,23,,,6877,2023-03,Mar 2023
C0786,2023-02-12 19:20:10.008340,Basic,Referral,25-34,299,0,10,,,2990,2023-02,Feb 2023
C0787,2023-01-24 05:23:04.153461,Basic,Organic,25-34,299,0,9,,,2691,2023-01,Jan 2023
C0788,2023-09-08 21:56:17.814845,Premium,Organic,35-44,999,0,23,,,22977,2023-09,Sep 2023
C0789,2023-12-25 20:08:12.410341,Premium,Paid Ads,35-44,999,0,7,,,6993,2023-12,Dec 2023
C0790,2024-04-29 23:29:58.498748,Standard,Organic,35-44,599,0,23,,,13777,2024-04,Apr 2024
C0791,2023-07-10 19:17:45.888240,Basic,Paid Ads,35-44,299,0,18,,,5382,2023-07,Jul 2023
C0792,2023-12-07 04:02:36.130108,Basic,Social Media,25-34,299,0,19,,,5681,2023-12,Dec 2023
C0793,2023-04-11 04:24:13.211009,Standard,Social Media,25-34,599,0,15,,,8985,2023-04,Apr 2023
C0794,2023-08-20 07:59:11.959966,Basic,Organic,18-24,299,0,17,,,5083,2023-08,Aug 2023
C0795,2023-11-20 07:39:58.999165,Standard,Organic,35-44,599,0,14,,,8386,2023-11,Nov 2023
C0796,2024-01-14 21:01:03.052543,Standard,Organic,18-24,599,1,2,2024-03-14 21:01:03.052543,Lack of features,1198,2024-01,Jan 2024
C0797,2023-10-04 09:58:05.904920,Basic,Referral,18-24,299,0,13,,,3887,2023-10,Oct 2023
C0798,2023-06-26 05:33:52.693911,Standard,Organic,35-44,599,1,1,2023-07-26 05:33:52.693911,Lack of features,599,2023-06,Jun 2023
C0799,2023-02-12 08:24:25.221017,Standard,Social Media,35-44,599,0,16,,,9584,2023-02,Feb 2023
C0800,2023-12-08 23:45:35.279399,Standard,Social Media,25-34,599,0,9,,,5391,2023-12,Dec 2023
C0801,2024-01-24 21:27:28.373644,Basic,Organic,25-34,299,0,15,,,4485,2024-01,Jan 2024
C0802,2023-10-24 10:50:56.547122,Standard,Paid Ads,18-24,599,0,18,,,10782,2023-10,Oct 2023
C0803,2023-03-09 09:30:28.523769,Basic,Referral,25-34,299,0,8,,,2392,2023-03,Mar 2023
C0804,2023-12-09 21:37:04.854045,Premium,Paid Ads,18-24,999,1,4,2024-04-07 21:37:04.854045,Lack of features,3996,2023-12,Dec 2023
C0805,2023-08-08 11:49:47.489574,Standard,Organic,35-44,599,0,15,,,8985,2023-08,Aug 2023
C0806,2023-07-03 01:30:04.503753,Basic,Referral,35-44,299,0,16,,,4784,2023-07,Jul 2023
C0807,2023-04-24 09:20:52.043369,Basic,Paid Ads,25-34,299,0,19,,,5681,2023-04,Apr 2023
C0808,2023-06-04 19:53:47.689741,Standard,Paid Ads,25-34,599,0,16,,,9584,2023-06,Jun 2023
C0809,2024-03-16 19:22:34.128440,Basic,Email,35-44,299,0,18,,,5382,2024-03,Mar 2024
C0810,2023-04-02 01:49:17.464553,Basic,Paid Ads,35-44,299,0,18,,,5382,2023-04,Apr 2023
C0811,2024-01-13 12:13:48.690575,Premium,Social Media,25-34,999,0,18,,,17982,2024-01,Jan 2024
C0812,2023-02-11 10:32:55.646371,Basic,Paid Ads,25-34,299,0,7,,,2093,2023-02,Feb 2023
C0813,2023-11-30 08:06:24.320266,Premium,Paid Ads,55+,999,0,15,,,14985,2023-11,Nov 2023
C0814,2023-09-03 21:43:05.154295,Standard,Organic,35-44,599,1,6,2024-03-01 21:43:05.154295,Lack of features,3594,2023-09,Sep 2023
C0815,2023-11-11 16:00:48.040033,Basic,Social Media,18-24,299,0,19,,,5681,2023-11,Nov 2023
C0816,2023-09-23 22:35:55.796497,Basic,Email,45-54,299,1,8,2024-05-20 22:35:55.796497,Better competitor,2392,2023-09,Sep 2023
C0817,2023-07-21 06:39:55.996663,Premium,Referral,25-34,999,1,1,2023-08-20 06:39:55.996663,Price too high,999,2023-07,Jul 2023
C0818,2023-10-05 07:49:35.479566,Standard,Paid Ads,45-54,599,1,11,2024-08-30 07:49:35.479566,Technical issues,6589,2023-10,Oct 2023
C0819,2024-06-21 19:16:33.828190,Basic,Referral,35-44,299,0,15,,,4485,2024-06,Jun 2024
C0820,2023-05-08 12:09:00.450375,Basic,Organic,25-34,299,0,10,,,2990,2023-05,May 2023
C0821,2023-07-06 16:56:02.802335,Basic,Paid Ads,45-54,299,0,15,,,4485,2023-07,Jul 2023
C0822,2024-05-14 13:13:51.693077,Premium,Paid Ads,25-34,999,1,2,2024-07-13 13:13:51.693077,Price too high,1998,2024-05,May 2024
C0823,2024-04-13 03:07:21.367806,Premium,Paid Ads,45-54,999,0,19,,,18981,2024-04,Apr 2024
C0824,2023-09-16 15:43:59.199332,Basic,Email,35-44,299,0,22,,,6578,2023-09,Sep 2023
C0825,2024-02-01 04:19:24.970809,Basic,Social Media,35-44,299,0,13,,,3887,2024-02,Feb 2024
C0826,2023-11-13 00:48:02.402001,Basic,Paid Ads,55+,299,0,11,,,3289,2023-11,Nov 2023
C0827,2024-06-05 20:45:26.271893,Premium,Email,45-54,999,0,17,,,16983,2024-06,Jun 2024
C0828,2023-11-09 20:17:48.890742,Basic,Paid Ads,25-34,299,1,10,2024-09-04 20:17:48.890742,Better competitor,2990,2023-11,Nov 2023
C0829,2023-06-02 13:15:03.753127,Basic,Paid Ads,18-24,299,0,16,,,4784,2023-06,Jun 2023
C0830,2023-10-20 08:29:13.461217,Standard,Paid Ads,25-34,599,0,9,,,5391,2023-10,Oct 2023
C0831,2023-05-23 23:44:23.219349,Standard,Email,25-34,599,0,8,,,4792,2023-05,May 2023
C0832,2023-12-23 02:33:43.686405,Standard,Social Media,35-44,599,0,13,,,7787,2023-12,Dec 2023
C0833,2024-02-04 19:45:23.269391,Basic,Organic,18-24,299,1,1,2024-03-05 19:45:23.269391,No longer needed,299,2024-02,Feb 2024
C0834,2024-06-04 11:58:11.909924,Basic,Paid Ads,18-24,299,1,2,2024-08-03 11:58:11.909924,Price too high,598,2024-06,Jun 2024
C0835,2024-03-30 00:19:12.960800,Standard,Email,45-54,599,0,10,,,5990,2024-03,Mar 2024
C0836,2023-08-19 10:07:42.385321,Basic,Social Media,55+,299,0,14,,,4186,2023-08,Aug 2023
C0837,2024-04-18 03:20:34.028356,Basic,Paid Ads,25-34,299,0,10,,,2990,2024-04,Apr 2024
C0838,2023-03-02 13:34:16.713928,Standard,Paid Ads,35-44,599,0,16,,,9584,2023-03,Mar 2023
C0839,2023-02-11 21:28:40.433694,Standard,Referral,35-44,599,0,19,,,11381,2023-02,Feb 2023
C0840,2024-01-15 18:52:32.627189,Basic,Referral,35-44,299,0,13,,,3887,2024-01,Jan 2024
C0841,2023-09-27 14:01:54.095079,Basic,Paid Ads,35-44,299,0,6,,,1794,2023-09,Sep 2023
C0842,2024-06-16 19:03:21.167639,Standard,Email,25-34,599,0,9,,,5391,2024-06,Jun 2024
C0843,2024-04-14 11:54:35.729774,Standard,Referral,35-44,599,1,11,2025-03-10 11:54:35.729774,Technical issues,6589,2024-04,Apr 2024
C0844,2023-06-29 10:04:06.205170,Standard,Organic,55+,599,0,14,,,8386,2023-06,Jun 2023
C0845,2024-05-31 09:36:28.824020,Basic,Paid Ads,45-54,299,0,8,,,2392,2024-05,May 2024
C0846,2023-09-19 20:14:12.710592,Standard,Organic,35-44,599,0,13,,,7787,2023-09,Sep 2023
C0847,2023-09-18 22:22:43.135946,Premium,Paid Ads,18-24,999,1,4,2024-01-16 22:22:43.135946,Lack of features,3996,2023-09,Sep 2023
C0848,2023-05-07 14:17:30.875729,Basic,Email,35-44,299,0,17,,,5083,2023-05,May 2023
C0849,2023-12-01 16:53:38.682235,Standard,Organic,25-34,599,1,1,2023-12-31 16:53:38.682235,Poor support,599,2023-12,Dec 2023
C0850,2024-05-03 04:00:12.010008,Premium,Organic,25-34,999,1,9,2025-01-28 04:00:12.010008,Better competitor,8991,2024-05,May 2024
C0851,2023-05-08 01:13:15.663052,Premium,Organic,25-34,999,0,20,,,19980,2023-05,May 2023
C0852,2023-10-18 23:41:59.099249,Basic,Referral,25-34,299,0,8,,,2392,2023-10,Oct 2023
C0853,2023-06-03 11:06:33.327773,Premium,Email,18-24,999,1,7,2023-12-30 11:06:33.327773,Better competitor,6993,2023-06,Jun 2023
C0854,2023-04-14 08:54:26.722268,Premium,Organic,35-44,999,1,10,2024-02-08 08:54:26.722268,Better competitor,9990,2023-04,Apr 2023
C0855,2023-11-14 20:31:01.551292,Basic,Organic,25-34,299,0,20,,,5980,2023-11,Nov 2023
C0856,2023-01-04 15:25:58.298582,Premium,Social Media,25-34,999,0,20,,,19980,2023-01,Jan 2023
C0857,2023-02-08 16:58:26.922435,Premium,Email,55+,999,0,11,,,10989,2023-02,Feb 2023
C0858,2024-04-17 05:29:04.453711,Basic,Social Media,18-24,299,0,18,,,5382,2024-04,Apr 2024
C0859,2024-02-02 02:10:54.545454,Standard,Social Media,25-34,599,0,15,,,8985,2024-02,Feb 2024
C0860,2024-04-10 09:32:52.643869,Standard,Email,18-24,599,0,17,,,10183,2024-04,Apr 2024
C0861,2024-05-11 08:43:38.181818,Basic,Paid Ads,25-34,299,1,11,2025-04-06 08:43:38.181818,Better competitor,3289,2024-05,May 2024
C0862,2023-02-13 17:11:39.582985,Premium,Referral,55+,999,0,13,,,12987,2023-02,Feb 2023
C0863,2023-06-05 06:49:32.477064,Basic,Email,35-44,299,0,19,,,5681,2023-06,Jun 2023
C0864,2023-02-25 02:25:19.266055,Basic,Paid Ads,25-34,299,0,21,,,6279,2023-02,Feb 2023
C0865,2023-03-13 00:56:26.822351,Premium,Organic,55+,999,0,13,,,12987,2023-03,Mar 2023
C0866,2024-04-17 16:24:49.241034,Basic,Referral,45-54,299,0,16,,,4784,2024-04,Apr 2024
C0867,2024-02-20 07:20:46.038365,Basic,Organic,35-44,299,0,19,,,5681,2024-02,Feb 2024
C0868,2024-03-11 19:09:21.467889,Premium,Referral,45-54,999,1,2,2024-05-10 19:09:21.467889,Better competitor,1998,2024-03,Mar 2024
C0869,2023-10-16 06:07:30.375312,Premium,Organic,25-34,999,0,19,,,18981,2023-10,Oct 2023
C0870,2023-08-03 00:40:50.041701,Basic,Organic,35-44,299,0,6,,,1794,2023-08,Aug 2023
C0871,2023-09-11 15:30:46.538782,Basic,Referral,25-34,299,0,18,,,5382,2023-09,Sep 2023
C0872,2023-11-26 05:44:41.234361,Basic,Referral,25-34,299,0,12,,,3588,2023-11,Nov 2023
C0873,2023-05-14 10:13:42.685571,Standard,Organic,35-44,599,1,7,2023-12-10 10:13:42.685571,Price too high,4193,2023-05,May 2023
C0874,2023-12-18 13:16:15.813177,Standard,Referral,18-24,599,1,10,2024-10-13 13:16:15.813177,Poor support,5990,2023-12,Dec 2023
C0875,2023-07-08 12:39:01.951626,Standard,Organic,35-44,599,1,5,2023-12-05 12:39:01.951626,Lack of features,2995,2023-07,Jul 2023
C0876,2024-04-15 20:41:50.091743,Premium,Organic,18-24,999,0,17,,,16983,2024-04,Apr 2024
C0877,2024-04-05 20:15:24.770642,Basic,Organic,25-34,299,0,8,,,2392,2024-04,Apr 2024
C0878,2023-03-16 16:22:25.120934,Premium,Email,45-54,999,1,5,2023-08-13 16:22:25.120934,Better competitor,4995,2023-03,Mar 2023
C0879,2023-02-24 15:29:34.478732,Basic,Social Media,35-44,299,0,8,,,2392,2023-02,Feb 2023
C0880,2023-11-13 22:39:31.976647,Basic,Organic,55+,299,0,10,,,2990,2023-11,Nov 2023
C0881,2023-05-09 10:00:30.025020,Basic,Social Media,55+,299,0,22,,,6578,2023-05,May 2023
C0882,2023-06-15 18:11:42.585487,Basic,Referral,25-34,299,0,14,,,4186,2023-06,Jun 2023
C0883,2023-12-06 17:06:51.342785,Basic,Paid Ads,25-34,299,0,22,,,6578,2023-12,Dec 2023
C0884,2023-05-22 04:01:24.070058,Standard,Organic,35-44,599,0,8,,,4792,2023-05,May 2023
C0885,2023-08-21 05:50:41.534612,Basic,Organic,25-34,299,1,8,2024-04-17 05:50:41.534612,Poor support,2392,2023-08,Aug 2023
C0886,2023-03-23 12:18:36.930775,Basic,Email,35-44,299,0,14,,,4186,2023-03,Mar 2023
C0887,2024-01-04 09:38:52.944120,Standard,Social Media,35-44,599,0,16,,,9584,2024-01,Jan 2024
C0888,2024-01-09 09:52:05.604670,Standard,Referral,35-44,599,1,2,2024-03-09 09:52:05.604670,Price too high,1198,2024-01,Jan 2024
C0889,2023-02-01 10:06:30.325271,Standard,Social Media,35-44,599,1,8,2023-09-29 10:06:30.325271,Price too high,4792,2023-02,Feb 2023
C0890,2023-12-23 13:29:28.473728,Basic,Organic,25-34,299,0,18,,,5382,2023-12,Dec 2023
C0891,2023-08-27 03:55:23.769808,Standard,Organic,35-44,599,0,20,,,11980,2023-08,Aug 2023
C0892,2024-05-27 18:10:30.525437,Basic,Social Media,18-24,299,0,7,,,2093,2024-05,May 2024
C0893,2024-03-16 08:26:49.341117,Standard,Referral,45-54,599,0,15,,,8985,2024-03,Mar 2024
C0894,2024-01-02 03:00:09.007506,Basic,Paid Ads,25-34,299,0,22,,,6578,2024-01,Jan 2024
C0895,2024-01-07 03:13:21.668056,Standard,Email,55+,599,0,20,,,11980,2024-01,Jan 2024
C0896,2023-02-26 00:16:48.840700,Standard,Organic,35-44,599,0,16,,,9584,2023-02,Feb 2023
C0897,2024-01-28 23:49:11.459549,Premium,Email,45-54,999,1,2,2024-03-28 23:49:11.459549,Poor support,1998,2024-01,Jan 2024
C0898,2023-01-27 09:53:17.664720,Basic,Paid Ads,35-44,299,1,4,2023-05-27 09:53:17.664720,Better competitor,1196,2023-01,Jan 2023
C0899,2024-05-22 17:57:17.864887,Premium,Paid Ads,35-44,999,0,19,,,18981,2024-05,May 2024
C0900,2023-06-15 07:15:57.798165,Standard,Social Media,45-54,599,0,14,,,8386,2023-06,Jun 2023
C0901,2024-06-22 17:08:03.402835,Standard,Organic,25-34,599,1,2,2024-08-21 17:08:03.402835,No longer needed,1198,2024-06,Jun 2024
C0902,2023-05-01 16:12:48.640533,Basic,Organic,25-34,299,0,9,,,2691,2023-05,May 2023
C0903,2024-01-15 07:56:47.839866,Premium,Social Media,35-44,999,0,9,,,8991,2024-01,Jan 2024
C0904,2024-04-24 01:25:16.263552,Basic,Referral,18-24,299,1,5,2024-09-21 01:25:16.263552,Better competitor,1495,2024-04,Apr 2024
C0905,2023-04-23 22:25:07.256046,Basic,Paid Ads,25-34,299,0,15,,,4485,2023-04,Apr 2023
